Time (Mars Years), Time (Ls), Tsurf 1 bar 30km, Tsurf 1 bar 50km, Tsurf 1 bar 100km
          [Years],     [deg],              [K],              [K],               [K]
        7.1720         51.65        263.312        260.215        254.124
        7.1735         52.19        263.364        260.199        254.074
        7.1750         52.73        263.472        260.281        254.063
        7.1765         53.26        263.582        260.359        254.113
        7.1780         53.80        263.587        260.398        254.102
        7.1795         54.34        263.582        260.444        254.077
        7.1810         54.88        263.559        260.408        254.071
        7.1825         55.42        263.591        260.310        254.006
        7.1840         55.96        263.630        260.289        253.902
        7.1855         56.50        263.639        260.333        253.843
        7.1870         57.03        263.541        260.439        253.863
        7.1885         57.57        263.421        260.504        253.890
        7.1899         58.11        263.362        260.544        253.911
        7.1914         58.65        263.267        260.651        253.980
        7.1929         59.19        263.266        260.704        254.059
        7.1944         59.73        263.316        260.728        254.114
        7.1959         60.26        263.352        260.791        254.101
        7.1974         60.80        263.405        260.840        254.044
        7.1989         61.34        263.456        260.893        254.029
        7.2004         61.88        263.460        260.951        253.994
        7.2019         62.42        263.427        260.978        253.958
        7.2034         62.96        263.407        260.976        253.852
        7.2049         63.50        263.398        260.953        253.786
        7.2064         64.03        263.444        260.852        253.735
        7.2079         64.57        263.464        260.766        253.647
        7.2094         65.11        263.432        260.690        253.574
        7.2109         65.65        263.474        260.624        253.584
        7.2124         66.19        263.565        260.538        253.561
        7.2139         66.73        263.591        260.522        253.413
        7.2154         67.26        263.581        260.553        253.340
        7.2169         67.80        263.528        260.589        253.313
        7.2184         68.34        263.471        260.540        253.231
        7.2199         68.88        263.408        260.479        253.106
        7.2214         69.42        263.331        260.425        253.051
        7.2229         69.96        263.275        260.387        252.983
        7.2244         70.49        263.206        260.337        252.991
        7.2258         71.03        263.179        260.209        253.023
        7.2273         71.57        263.197        260.273        253.019
        7.2288         72.11        263.234        260.382        252.973
        7.2303         72.65        263.265        260.365        253.008
        7.2318         73.19        263.319        260.292        253.082
        7.2333         73.73        263.370        260.219        253.118
        7.2348         74.26        263.389        260.155        253.137
        7.2363         74.80        263.405        260.215        253.120
        7.2378         75.34        263.430        260.287        253.027
        7.2393         75.88        263.423        260.257        252.920
        7.2408         76.42        263.406        260.263        252.935
        7.2423         76.96        263.409        260.237        252.934
        7.2438         77.49        263.395        260.165        252.950
        7.2453         78.03        263.322        260.108        252.852
        7.2468         78.57        263.286        260.146        252.731
        7.2483         79.11        263.251        260.187        252.675
        7.2498         79.65        263.236        260.326        252.675
        7.2513         80.19        263.214        260.458        252.613
        7.2528         80.73        263.198        260.502        252.591
        7.2543         81.26        263.157        260.485        252.591
        7.2558         81.80        263.176        260.446        252.554
        7.2573         82.34        263.266        260.325        252.459
        7.2588         82.88        263.316        260.322        252.410
        7.2602         83.42        263.424        260.389        252.415
        7.2617         83.96        263.477        260.359        252.392
        7.2632         84.49        263.403        260.332        252.349
        7.2647         85.03        263.329        260.273        252.315
        7.2662         85.57        263.335        260.215        252.281
        7.2677         86.11        263.414        260.123        252.194
        7.2692         86.65        263.446        260.076        252.150
        7.2707         87.19        263.444        260.043        252.034
        7.2722         87.73        263.465        260.138        251.959
        7.2737         88.26        263.567        260.259        252.009
        7.2752         88.80        263.538        260.275        252.070
        7.2767         89.34        263.441        260.253        252.084
        7.2782         89.88        263.413        260.221        252.163
        7.2797         90.42        263.366        260.217        252.117
        7.2812         90.96        263.305        260.112        251.911
        7.2827         91.49        263.242        260.001        251.668
        7.2842         92.03        263.115        260.022        251.574
        7.2857         92.57        262.947        260.081        251.562
        7.2872         93.11        262.941        260.053        251.562
        7.2887         93.65        263.044        259.942        251.477
        7.2902         94.19        263.142        259.854        251.270
        7.2917         94.72        263.171        259.802        251.169
        7.2932         95.26        263.206        259.737        251.195
        7.2946         95.80        263.216        259.618        251.259
        7.2961         96.34        263.289        259.555        251.317
        7.2976         96.88        263.259        259.554        251.309
        7.2991         97.42        263.110        259.571        251.254
        7.3006         97.96        262.961        259.535        251.265
        7.3021         98.49        262.940        259.540        251.277
        7.3036         99.03        263.047        259.560        251.198
        7.3051         99.57        263.026        259.534        251.207
        7.3066        100.11        262.969        259.510        251.270
        7.3081        100.65        263.000        259.539        251.365
        7.3096        101.19        262.951        259.559        251.374
        7.3111        101.72        262.849        259.622        251.324
        7.3126        102.26        262.845        259.669        251.193
        7.3141        102.80        262.969        259.633        251.004
        7.3156        103.34        263.009        259.588        250.947
        7.3171        103.88        262.900        259.518        250.976
        7.3186        104.42        262.804        259.474        251.008
        7.3201        104.96        262.637        259.486        251.098
        7.3216        105.49        262.504        259.482        251.144
        7.3231        106.03        262.606        259.511        251.177
        7.3246        106.57        262.707        259.535        251.177
        7.3261        107.11        262.739        259.537        251.142
        7.3276        107.65        262.721        259.516        251.079
        7.3290        108.19        262.672        259.400        251.050
        7.3305        108.72        262.638        259.240        251.106
        7.3320        109.26        262.550        259.103        251.152
        7.3335        109.80        262.502        259.133        251.174
        7.3350        110.34        262.572        259.244        251.207
        7.3365        110.88        262.651        259.277        251.183
        7.3380        111.42        262.657        259.264        251.015
        7.3395        111.95        262.611        259.281        250.914
        7.3410        112.49        262.561        259.324        250.866
        7.3425        113.03        262.641        259.354        250.839
        7.3440        113.57        262.779        259.347        250.777
        7.3455        114.11        262.739        259.340        250.773
        7.3470        114.65        262.695        259.336        250.746
        7.3485        115.19        262.665        259.339        250.670
        7.3500        115.72        262.693        259.333        250.644
        7.3515        116.26        262.780        259.324        250.652
        7.3530        116.80        262.825        259.281        250.616
        7.3545        117.34        262.749        259.224        250.670
        7.3560        117.88        262.687        259.082        250.732
        7.3575        118.42        262.746        258.845        250.724
        7.3590        118.95        262.869        258.710        250.707
        7.3605        119.49        262.903        258.660        250.661
        7.3620        120.03        262.788        258.747        250.622
        7.3634        120.57        262.640        258.853        250.580
        7.3649        121.11        262.619        258.979        250.578
        7.3664        121.65        262.665        258.990        250.596
        7.3679        122.19        262.675        258.875        250.616
        7.3694        122.72        262.596        258.809        250.628
        7.3709        123.26        262.590        258.877        250.655
        7.3724        123.80        262.614        258.913        250.659
        7.3739        124.34        262.610        258.945        250.660
        7.3754        124.88        262.530        258.975        250.715
        7.3769        125.42        262.432        258.891        250.747
        7.3784        125.95        262.336        258.786        250.744
        7.3799        126.49        262.198        258.840        250.752
        7.3814        127.03        262.146        258.824        250.734
        7.3829        127.57        262.202        258.633        250.640
        7.3844        128.11        262.302        258.456        250.623
        7.3859        128.65        262.457        258.522        250.629
        7.3874        129.19        262.584        258.569        250.631
        7.3889        129.72        262.651        258.621        250.692
        7.3904        130.26        262.609        258.784        250.684
        7.3919        130.80        262.448        258.986        250.635
        7.3934        131.34        262.253        259.080        250.527
        7.3949        131.88        262.172        258.979        250.471
        7.3964        132.42        262.077        258.788        250.454
        7.3978        132.95        262.112        258.721        250.340
        7.3993        133.49        262.168        258.689        250.251
        7.4008        134.03        262.037        258.529        250.314
        7.4023        134.57        262.094        258.331        250.336
        7.4038        135.11        262.120        258.285        250.412
        7.4053        135.65        262.107        258.342        250.464
        7.4068        136.18        262.199        258.509        250.510
        7.4083        136.72        262.308        258.652        250.487
        7.4098        137.26        262.411        258.688        250.444
        7.4113        137.80        262.558        258.673        250.441
        7.4128        138.34        262.704        258.632        250.443
        7.4143        138.88        262.708        258.605        250.457
        7.4158        139.42        262.751        258.614        250.434
        7.4173        139.95        262.737        258.707        250.422
        7.4188        140.49        262.689        258.795        250.374
        7.4203        141.03        262.672        258.832        250.311
        7.4218        141.57        262.579        258.848        250.275
        7.4233        142.11        262.469        258.898        250.226
        7.4248        142.65        262.624        258.821        250.247
        7.4263        143.18        262.649        258.710        250.427
        7.4278        143.72        262.466        258.728        250.551
        7.4293        144.26        262.488        258.806        250.537
        7.4308        144.80        262.350        258.854        250.481
        7.4322        145.34        261.880        259.006        250.473
        7.4337        145.88        261.643        259.080        250.456
        7.4352        146.42        261.798        259.023        250.518
        7.4367        146.95        261.909        258.968        250.687
        7.4382        147.49        261.969        258.984        250.857
        7.4397        148.03        261.991        259.110        250.833
        7.4412        148.57        262.054        259.127        250.693
        7.4427        149.11        262.155        258.986        250.687
        7.4442        149.65        262.317        258.988        250.798
        7.4457        150.18        262.462        259.082        250.882
        7.4472        150.72        262.562        259.115        250.866
        7.4487        151.26        262.603        259.139        250.852
        7.4502        151.80        262.563        259.211        250.821
        7.4517        152.34        262.560        259.271        250.810
        7.4532        152.88        262.595        259.275        250.756
        7.4547        153.41        262.692        259.265        250.700
        7.4562        153.95        262.818        259.324        250.748
        7.4577        154.49        262.919        259.330        250.740
        7.4592        155.03        262.973        259.340        250.663
        7.4607        155.57        262.980        259.352        250.514
        7.4622        156.11        262.895        259.354        250.523
        7.4637        156.65        262.907        259.224        250.567
        7.4652        157.18        262.794        259.082        250.601
        7.4666        157.72        262.642        258.998        250.672
        7.4681        158.26        262.672        258.985        250.711
        7.4696        158.80        262.885        258.999        250.749
        7.4711        159.34        263.039        259.061        250.843
        7.4726        159.88        263.063        259.079        250.980
        7.4741        160.41        263.040        259.081        251.097
        7.4756        160.95        263.018        258.967        251.237
        7.4771        161.49        263.035        258.827        251.355
        7.4786        162.03        263.024        258.774        251.390
        7.4801        162.57        263.004        258.764        251.337
        7.4816        163.11        263.003        258.694        251.343
        7.4831        163.65        263.070        258.654        251.338
        7.4846        164.18        263.158        258.680        251.412
        7.4861        164.72        263.336        258.740        251.489
        7.4876        165.26        263.478        258.949        251.524
        7.4891        165.80        263.555        259.113        251.524
        7.4906        166.34        263.600        259.205        251.520
        7.4921        166.88        263.698        259.271        251.590
        7.4936        167.41        263.788        259.286        251.668
        7.4951        167.95        263.782        259.258        251.736
        7.4966        168.49        263.725        259.291        251.817
        7.4981        169.03        263.653        259.343        251.879
        7.4996        169.57        263.496        259.423        251.925
        7.5010        170.11        263.389        259.522        251.925
        7.5025        170.64        263.379        259.526        251.867
        7.5040        171.18        263.420        259.509        251.761
        7.5055        171.72        263.396        259.561        251.808
        7.5070        172.26        263.555        259.587        251.841
        7.5085        172.80        263.666        259.671        251.848
        7.5100        173.34        263.655        259.725        251.819
        7.5115        173.88        263.723        259.732        251.846
        7.5130        174.41        263.843        259.670        251.931
        7.5145        174.95        263.919        259.733        252.027
        7.5160        175.49        263.925        259.713        252.173
        7.5175        176.03        263.863        259.679        252.266
        7.5190        176.57        263.872        259.759        252.320
        7.5205        177.11        263.888        259.786        252.327
        7.5220        177.64        263.882        259.748        252.308
        7.5235        178.18        263.909        259.719        252.354
        7.5250        178.72        263.813        259.768        252.369
        7.5265        179.26        263.756        259.862        252.365
        7.5280        179.80        263.640        259.989        252.340
        7.5295        180.34        263.497        260.093        252.364
        7.5310        180.88        263.483        260.157        252.408
        7.5325        181.41        263.309        260.242        252.436
        7.5340        181.95        263.209        260.280        252.438
        7.5354        182.49        263.341        260.277        252.442
        7.5369        183.03        263.558        260.346        252.536
        7.5384        183.57        263.695        260.428        252.627
        7.5399        184.11        263.634        260.420        252.717
        7.5414        184.64        263.662        260.395        252.755
        7.5429        185.18        263.768        260.486        252.812
        7.5444        185.72        263.888        260.685        252.882
        7.5459        186.26        264.051        260.859        252.865
        7.5474        186.80        264.217        260.914        252.832
        7.5489        187.34        264.265        260.922        252.906
        7.5504        187.88        264.280        260.925        252.980
        7.5519        188.41        264.397        260.890        253.001
        7.5534        188.95        264.548        260.796        252.989
        7.5549        189.49        264.639        260.737        252.980
        7.5564        190.03        264.702        260.580        252.954
        7.5579        190.57        264.737        260.525        252.945
        7.5594        191.11        264.759        260.598        252.919
        7.5609        191.64        264.754        260.752        252.923
        7.5624        192.18        264.746        260.911        253.019
        7.5639        192.72        264.746        260.957        253.123
        7.5654        193.26        264.704        260.901        253.125
        7.5669        193.80        264.633        260.912        253.076
        7.5684        194.34        264.604        260.961        253.082
        7.5698        194.87        264.637        260.973        253.202
        7.5713        195.41        264.737        260.886        253.338
        7.5728        195.95        264.816        260.845        253.419
        7.5743        196.49        264.898        260.899        253.454
        7.5758        197.03        264.924        260.931        253.476
        7.5773        197.57        264.921        260.919        253.473
        7.5788        198.11        264.870        260.873        253.491
        7.5803        198.64        264.825        260.870        253.576
        7.5818        199.18        264.774        260.876        253.734
        7.5833        199.72        264.675        260.890        253.822
        7.5848        200.26        264.690        261.022        253.815
        7.5863        200.80        264.728        261.079        253.760
        7.5878        201.34        264.742        261.191        253.747
        7.5893        201.87        264.749        261.325        253.699
        7.5908        202.41        264.796        261.397        253.755
        7.5923        202.95        264.807        261.452        253.805
        7.5938        203.49        264.780        261.508        253.790
        7.5953        204.03        264.750        261.563        253.772
        7.5968        204.57        264.802        261.571        253.841
        7.5983        205.10        264.861        261.529        253.902
        7.5998        205.64        264.863        261.499        253.840
        7.6013        206.18        264.860        261.477        253.766
        7.6028        206.72        264.882        261.400        253.740
        7.6042        207.26        264.941        261.347        253.772
        7.6057        207.80        264.960        261.329        253.834
        7.6072        208.34        265.040        261.299        253.849
        7.6087        208.87        265.051        261.235        253.845
        7.6102        209.41        265.026        261.262        253.853
        7.6117        209.95        264.963        261.304        253.974
        7.6132        210.49        264.902        261.284        254.118
        7.6147        211.03        264.877        261.271        254.233
        7.6162        211.57        264.806        261.333        254.338
        7.6177        212.10        264.800        261.446        254.401
        7.6192        212.64        264.847        261.515        254.478
        7.6207        213.18        264.938        261.506        254.452
        7.6222        213.72        265.023        261.448        254.437
        7.6237        214.26        265.086        261.378        254.449
        7.6252        214.80        265.133        261.291        254.420
        7.6267        215.34        265.136        261.324        254.443
        7.6282        215.87        265.101        261.395        254.463
        7.6297        216.41        265.046        261.429        254.414
        7.6312        216.95        265.019        261.498        254.444
        7.6327        217.49        265.041        261.553        254.505
        7.6342        218.03        265.121        261.516        254.538
        7.6357        218.57        265.191        261.497        254.527
        7.6372        219.10        265.177        261.522        254.544
        7.6386        219.64        265.141        261.554        254.540
        7.6401        220.18        265.184        261.499        254.490
        7.6416        220.72        265.208        261.426        254.540
        7.6431        221.26        265.105        261.358        254.522
        7.6446        221.80        265.005        261.377        254.528
        7.6461        222.33        264.953        261.410        254.584
        7.6476        222.87        264.943        261.490        254.620
        7.6491        223.41        264.971        261.541        254.606
        7.6506        223.95        264.957        261.503        254.583
        7.6521        224.49        264.930        261.479        254.548
        7.6536        225.03        264.859        261.457        254.477
        7.6551        225.57        264.841        261.449        254.406
        7.6566        226.10        264.838        261.473        254.339
        7.6581        226.64        264.891        261.487        254.341
        7.6596        227.18        264.930        261.488        254.425
        7.6611        227.72        264.909        261.507        254.489
        7.6626        228.26        264.874        261.510        254.527
        7.6641        228.80        264.806        261.522        254.487
        7.6656        229.33        264.814        261.553        254.431
        7.6671        229.87        264.804        261.626        254.454
        7.6686        230.41                       261.698        254.534
        7.6701        230.95                       261.715        254.631
        7.6716        231.49                       261.696        254.730
        7.6731        232.03                       261.593        254.775
        7.6745        232.57                       261.514        254.801
        7.6760        233.10                       261.458        254.791
        7.6775        233.64                       261.361        254.793
        7.6790        234.18                       261.341        254.781
        7.6805        234.72                       261.374        254.752
        7.6820        235.26                       261.385        254.693
        7.6835        235.80                       261.359        254.582
        7.6850        236.33                       261.368        254.496
        7.6865        236.87                       261.369        254.498
        7.6880        237.41                       261.354        254.459
        7.6895        237.95                       261.370        254.411
        7.6910        238.49                       261.401        254.369
        7.6925        239.03                       261.405        254.298
        7.6940        239.57                       261.337        254.271
        7.6955        240.10                       261.215        254.280
        7.6970        240.64                       261.087        254.207
        7.6985        241.18                       260.995        254.139
        7.7000        241.72                       260.934        254.122
        7.7015        242.26                       260.839        254.162
        7.7030        242.80                       260.801        254.192
        7.7045        243.33                       260.786        254.141
        7.7060        243.87                       260.761        254.089
        7.7075        244.41                       260.730        254.035
        7.7089        244.95                       260.735        253.978
        7.7104        245.49                       260.744        253.939
        7.7119        246.03                       260.761        253.929
        7.7134        246.56                       260.746        253.952
        7.7149        247.10                       260.764        253.974
        7.7164        247.64                       260.847        253.964
        7.7179        248.18                       260.894        253.921
        7.7194        248.72                       260.882        253.910
        7.7209        249.26                       260.869        253.920
        7.7224        249.80                       260.896        253.955
        7.7239        250.33                       260.897        254.047
        7.7254        250.87                       260.821        254.064
        7.7269        251.41                       260.698        254.053
        7.7284        251.95                       260.598        254.044
        7.7299        252.49                       260.562        254.042
        7.7314        253.03                       260.559        254.016
        7.7329        253.56                       260.569        254.019
        7.7344        254.10                       260.576        254.040
        7.7359        254.64                       260.559        254.065
        7.7374        255.18                       260.567        254.128
        7.7389        255.72                       260.530        254.183
        7.7404        256.26                       260.526        254.134
        7.7419        256.80                       260.504        254.016
        7.7427        257.12                       260.533        254.012
        7.7442        257.66                       260.643        253.990
        7.7457        258.19                       260.756        253.907
        7.7472        258.73                       260.813        253.874
        7.7487        259.27                       260.800        253.879
        7.7502        259.81                       260.724        253.833
        7.7517        260.35                       260.645        253.765
        7.7532        260.89                       260.543        253.743
        7.7547        261.42                       260.478        253.745
        7.7562        261.96                       260.372        253.693
        7.7577        262.50                       260.336        253.615
        7.7592        263.04                       260.310        253.544
        7.7607        263.58                       260.333        253.502
        7.7622        264.12                       260.355        253.504
        7.7637        264.66                       260.394        253.496
        7.7652        265.19                       260.393        253.471
        7.7667        265.73                       260.363        253.496
        7.7682        266.27                       260.355        253.477
        7.7697        266.81                       260.371        253.466
        7.7712        267.35                       260.412        253.421
        7.7727        267.89                       260.349        253.358
        7.7742        268.42                       260.276        253.347
        7.7757        268.96                       260.162        253.375
        7.7771        269.50                       260.093        253.440
        7.7786        270.04                       260.093        253.467
        7.7801        270.58                       260.061        253.501
        7.7816        271.12                       260.042        253.570
        7.7831        271.66                       260.046        253.527
        7.7846        272.19                       260.077        253.484
        7.7861        272.73                       260.116        253.467
        7.7876        273.27                       260.159        253.450
        7.7891        273.81                       260.116        253.477
        7.7906        274.35                       260.064        253.475
        7.7921        274.89                       260.101        253.513
        7.7936        275.42                       260.177        253.505
        7.7951        275.96                       260.164        253.446
        7.7966        276.50                       260.061        253.449
        7.7981        277.04                       259.859        253.523
        7.7996        277.58                       259.786        253.564
        7.8011        278.12                       259.854        253.477
        7.8026        278.65                       259.900        253.335
        7.8041        279.19                       259.931        253.363
        7.8056        279.73                       259.955        253.314
        7.8071        280.27                       260.012        253.263
        7.8086        280.81                       260.033        253.237
        7.8101        281.35                       260.010        253.090
        7.8115        281.89                       259.950        252.933
        7.8130        282.42                       259.904        252.770
        7.8145        282.96                       259.839        252.691
        7.8160        283.50                       259.891        252.746
        7.8175        284.04                       259.979        252.704
        7.8190        284.58                       260.082        252.662
        7.8205        285.12                       260.094        252.722
        7.8220        285.65                       259.954        252.736
        7.8235        286.19                       259.830        252.733
        7.8250        286.73                       259.731        252.611
        7.8265        287.27                       259.677        252.492
        7.8280        287.81                       259.601        252.452
        7.8295        288.35                       259.583        252.500
        7.8310        288.89                       259.601        252.548
        7.8325        289.42                       259.670        252.587
        7.8340        289.96                       259.623        252.659
        7.8355        290.50                       259.518        252.736
        7.8370        291.04                       259.413        252.721
        7.8385        291.58                       259.370        252.813
        7.8400        292.12                       259.375        252.863
        7.8415        292.65                       259.370        252.849
        7.8430        293.19                       259.343        252.854
        7.8445        293.73                       259.353        252.910
        7.8459        294.27                       259.455        252.889
        7.8474        294.81                       259.510        252.915
        7.8489        295.35                       259.547        252.974
        7.8504        295.88                       259.564        253.033
        7.8519        296.42                       259.601        252.942
        7.8534        296.96                       259.647        252.839
        7.8549        297.50                       259.692        252.821
        7.8564        298.04                       259.702        252.811
        7.8579        298.58                       259.650        252.778
        7.8594        299.12                       259.665        252.638
        7.8609        299.65                       259.751        252.474
        7.8624        300.19                       259.823        252.408
        7.8639        300.73                       259.826        252.488
        7.8654        301.27                       259.828        252.566
        7.8669        301.81                       259.848        252.544
        7.8684        302.35                       259.884        252.545
        7.8699        302.88                       259.857        252.515
        7.8714        303.42                       259.821        252.423
        7.8729        303.96                       259.811        252.359
        7.8744        304.50                       259.827        252.498
        7.8759        305.04                       259.810        252.621
        7.8774        305.58                       259.787        252.734
        7.8789        306.12                       259.782        252.785
        7.8803        306.65                       259.793        252.791
        7.8818        307.19                       259.834        252.716
        7.8833        307.73                       259.852        252.628
        7.8848        308.27                       259.787        252.645
        7.8863        308.81                       259.689        252.617
        7.8878        309.35                       259.724        252.548
        7.8893        309.88                       259.805        252.554
        7.8908        310.42                       259.924        252.597
        7.8923        310.96                       260.002        252.540
        7.8938        311.50                       260.031        252.487
        7.8953        312.04                       260.006        252.519
        7.8968        312.58                       259.986        252.597
        7.8983        313.11                       259.938        252.566
        7.8998        313.65                       259.910        252.404
        7.9013        314.19                       259.920        252.372
        7.9028        314.73                       259.875        252.379
        7.9043        315.27                       259.829        252.407
        7.9058        315.81                       259.817        252.457
        7.9073        316.35                       259.855        252.523
        7.9088        316.88                       259.849        252.575
        7.9103        317.42                       259.832        252.643
        7.9118        317.96                       259.746        252.653
        7.9133        318.50                       259.722        252.636
        7.9147        319.04                       259.807        252.695
        7.9162        319.58                       259.849        252.769
        7.9177        320.11                       259.867        252.803
        7.9192        320.65                       259.859        252.833
        7.9207        321.19                       259.806        252.760
        7.9222        321.73                       259.747        252.703
        7.9237        322.27                       259.791        252.650
        7.9252        322.81                       259.718        252.641
        7.9267        323.35                       259.703        252.676
        7.9282        323.88                       259.770        252.668
        7.9297        324.42                       259.753        252.661
        7.9312        324.96                       259.715        252.625
        7.9327        325.50                       259.753        252.626
        7.9342        326.04                       259.708        252.576
        7.9357        326.58                       259.469        252.378
        7.9372        327.11                       259.427        252.358
        7.9387        327.65                       259.535        252.477
        7.9402        328.19                       259.521        252.526
        7.9417        328.73                       259.380        252.470
        7.9432        329.27                       259.196        252.284
        7.9447        329.81                       259.181        252.239
        7.9462        330.34                       259.290        252.274
        7.9477        330.88                       259.464        252.393
        7.9491        331.42                       259.560        252.541
        7.9506        331.96                       259.610        252.669
        7.9521        332.50                       259.652        252.739
        7.9536        333.04                       259.657        252.709
        7.9551        333.58                       259.528        252.694
        7.9566        334.11                       259.449        252.583
        7.9581        334.65                       259.315        252.452
        7.9596        335.19                       259.291        252.386
        7.9611        335.73                       259.445        252.482
        7.9626        336.27                       259.534        252.560
        7.9641        336.81                       259.595        252.636
        7.9656        337.34                       259.710        252.632
        7.9671        337.88                       259.861        252.682
        7.9686        338.42                       259.862        252.768
        7.9701        338.96                       259.815        252.636
        7.9716        339.50                       259.819        252.558
        7.9731        340.04                       259.768        252.608
        7.9746        340.58                       259.726        252.634
        7.9761        341.11                       259.653        252.753
        7.9776        341.65                       259.562        252.897
        7.9791        342.19                       259.271        252.997
        7.9806        342.73                       259.197        253.010
        7.9821        343.27                       259.393        252.889
        7.9835        343.81                       259.559        252.854
        7.9850        344.34                       259.654        252.889
        7.9865        344.88                       259.790        252.931
        7.9880        345.42                       259.883        252.893
        7.9895        345.96                       259.934        252.858
        7.9910        346.50                       260.031        252.927
        7.9925        347.04                       260.099        252.971
        7.9940        347.58                       260.143        253.011
        7.9955        348.11                       260.192        253.110
        7.9970        348.65                       260.214        253.232
        7.9985        349.19                       260.251        253.312
        8.0000        349.73                       260.325        253.310
        8.0015        350.27                       260.426        253.217
        8.0030        350.81                       260.449        252.994
        8.0045        351.34                       260.295        252.857
        8.0060        351.88                       260.139        252.944
        8.0075        352.42                       260.210        253.076
        8.0090        352.96                       260.321        253.140
        8.0105        353.50                       260.410        253.099
        8.0120        354.04                       260.443        253.075
        8.0135        354.57                       260.360        253.096
        8.0150        355.11                       260.105        253.030
        8.0165        355.65                       259.846        253.030
        8.0179        356.19                       259.795        253.085
        8.0194        356.73                       259.922        253.218
        8.0209        357.27                       260.009        253.309
        8.0224        357.81                       259.937        253.377
        8.0239        358.34                       259.886        253.402
        8.0254        358.88                       259.897        253.430
        8.0269        359.42                       259.868        253.399
        8.0284        359.96                       259.767        253.329
        8.0299          0.50                       259.611        253.350
        8.0314          1.04                       259.762        253.409
        8.0329          1.57                       259.924        253.459
        8.0344          2.11                       259.974        253.523
        8.0359          2.65                       260.028        253.559
        8.0374          3.19                       260.058        253.563
        8.0389          3.73                       260.186        253.514
        8.0404          4.27                       260.278        253.471
        8.0419          4.81                       260.227        253.547
        8.0434          5.34                       260.131        253.641
        8.0449          5.88                       260.182        253.674
        8.0464          6.42                       260.358        253.628
        8.0479          6.96                       260.474        253.587
        8.0494          7.50                       260.472        253.642
        8.0509          8.04                       260.385        253.723
        8.0523          8.57                       260.320        253.735
        8.0538          9.11                       260.378        253.750
        8.0553          9.65                       260.533        253.873
        8.0568         10.19                       260.621        253.958
        8.0583         10.73                       260.544        253.987
        8.0598         11.27                       260.420        253.921
        8.0613         11.80                       260.454        253.908
        8.0628         12.34                       260.465        253.921
        8.0643         12.88                       260.357        253.853
        8.0658         13.42                       260.207        253.877
        8.0673         13.96                       260.150        253.898
        8.0688         14.50                       260.217        253.969
        8.0703         15.04                       260.291        254.060
        8.0718         15.57                       260.346        254.138
        8.0733         16.11                       260.480        254.253
        8.0748         16.65                       260.472        254.311
        8.0763         17.19                       260.434        254.303
        8.0778         17.73                       260.407        254.281
        8.0793         18.27                       260.412        254.303
        8.0808         18.80                       260.366        254.251
