Time (Mars Years), Time (Ls), Tsurf 500 mb 30km, Tsurf 500 mb 50km, Tsurf 500 mb 100km
          [Years],     [deg],               [K],               [K],                [K]
        7.6476        222.87        247.269        241.893        234.786
        7.6491        223.41        247.202        241.920        234.799
        7.6506        223.95        247.169        241.989        234.878
        7.6521        224.49        247.251        242.009        234.981
        7.6536        225.03        247.278        241.915 
        7.6551        225.57        247.375        241.884 
        7.6566        226.10        247.399        241.895 
        7.6581        226.64        247.510        241.789 
        7.6596        227.18        247.634        241.704 
        7.6611        227.72        247.712        241.684 
        7.6626        228.26        247.644        241.820 
        7.6641        228.80        247.552        241.918 
        7.6656        229.33        247.427        242.018 
        7.6671        229.87        247.363        242.115 
        7.6686        230.41        247.373        242.084 
        7.6701        230.95        247.354        241.955 
        7.6716        231.49        247.252        241.910 
        7.6731        232.03        247.293        241.912 
        7.6745        232.57        247.365        241.849 
        7.6760        233.10        247.384        241.915 
        7.6775        233.64        247.350        241.903 
        7.6790        234.18        247.428        241.889 
        7.6805        234.72        247.492        241.865 
        7.6820        235.26        247.562        241.854 
        7.6835        235.80        247.691        241.916 
        7.6850        236.33        247.801        241.980 
        7.6865        236.87        247.792        241.922 
        7.6880        237.41        247.754        241.795 
        7.6895        237.95        247.784        241.702 
        7.6910        238.49        247.831        241.562 
        7.6925        239.03        247.812        241.555 
        7.6940        239.57        247.790        241.527 
        7.6955        240.10        247.784        241.438 
        7.6970        240.64        247.753        241.581 
        7.6985        241.18        247.669        241.620 
        7.7000        241.72        247.536        241.424 
        7.7015        242.26        247.465        241.454 
        7.7030        242.80        247.469        241.640 
        7.7045        243.33        247.433        241.793 
        7.7060        243.87        247.388        241.844 
        7.7075        244.41        247.409        241.856 
        7.7089        244.95        247.384        241.879 
        7.7104        245.49        247.475        241.879 
        7.7119        246.03        247.499        241.704 
        7.7134        246.56        247.421        241.449 
        7.7149        247.10        247.399        241.395 
        7.7164        247.64        247.355        241.417 
        7.7179        248.18        247.295        241.412 
        7.7194        248.72        247.247        241.402 
        7.7209        249.26        247.167        241.450 
        7.7224        249.80        247.095        241.430 
        7.7239        250.33        247.156        241.148 
        7.7254        250.87        247.250        241.047 
        7.7269        251.41        247.252        241.065 
        7.7284        251.95        247.094        241.099 
        7.7299        252.49        247.041        241.062 
        7.7314        253.03        247.203        241.058 
        7.7329        253.56        247.315        241.140 
        7.7344        254.10        247.372        241.165 
        7.7359        254.64        247.377        241.157 
        7.7374        255.18        247.379        241.106 
        7.7389        255.72        247.376        241.027 
        7.7404        256.26        247.264        240.759 
        7.7419        256.80        247.127        240.479 
        7.7427        257.12        247.129        240.462 
        7.7442        257.66        247.059        240.514 
        7.7457        258.19        247.002        240.491 
        7.7472        258.73        247.009        240.489 
        7.7487        259.27        246.932        240.449 
        7.7502        259.81        246.789        240.375 
        7.7517        260.35        246.807        240.352 
        7.7532        260.89        246.873        240.269 
        7.7547        261.42        246.894        240.249 
        7.7562        261.96        246.868        240.372 
        7.7577        262.50        246.912        240.348 
        7.7592        263.04        246.935        240.242 
        7.7607        263.58        246.968        240.203 
        7.7622        264.12        247.016        240.153 
        7.7637        264.66        246.962        240.069 
        7.7652        265.19        246.980        239.890 
        7.7667        265.73        246.900        239.886 
        7.7682        266.27        246.565        239.858 
        7.7697        266.81        246.465        239.651 
        7.7712        267.35        246.362        239.553 
        7.7727        267.89        246.225        239.612 
        7.7742        268.42        246.205        239.745 
        7.7757        268.96        246.239        239.712 
        7.7771        269.50        246.209        239.677 
        7.7786        270.04        246.164        239.864 
        7.7801        270.58        246.173        239.871 
        7.7816        271.12        246.186        239.886 
        7.7831        271.66        246.234        239.924 
        7.7846        272.19        246.274        239.841 
        7.7861        272.73        246.238        239.676 
        7.7876        273.27        246.361        239.397 
        7.7891        273.81        246.355        239.192 
        7.7906        274.35        246.137        238.952 
        7.7921        274.89        245.816        238.903 
        7.7936        275.42        245.827        239.045 
        7.7951        275.96        245.853        239.009 
        7.7966        276.50        245.823        239.077 
        7.7981        277.04        245.800        239.187 
        7.7996        277.58        245.718        239.338 
        7.8011        278.12        245.711        239.508 
        7.8026        278.65        245.633        239.515 
        7.8041        279.19        245.330        239.415 
        7.8056        279.73        245.077        239.278 
        7.8071        280.27        245.003        239.044 
        7.8086        280.81        245.253        238.975 
        7.8101        281.35        245.565        238.847 
        7.8115        281.89        245.682        238.745 
        7.8130        282.42        245.677        238.897 
        7.8145        282.96        245.690        238.956 
        7.8160        283.50        245.440        238.953 
        7.8175        284.04        245.151        238.972 
        7.8190        284.58        244.807        238.847 
        7.8205        285.12        244.628        238.739 
        7.8220        285.65        244.553        238.645 
        7.8235        286.19        244.376        238.378 
        7.8250        286.73        244.379        238.208 
        7.8265        287.27        244.522        238.207 
        7.8280        287.81        244.776        238.297 
        7.8295        288.35        245.010        238.291 
        7.8310        288.89        244.960        238.355 
        7.8325        289.42        244.856        238.309 
        7.8340        289.96        244.863        238.293 
        7.8355        290.50        244.848        238.450 
        7.8370        291.04        244.857        238.518 
        7.8385        291.58        244.847        238.375 
        7.8400        292.12        244.960        238.141 
        7.8415        292.65        245.167        238.049 
        7.8430        293.19        245.087        237.738 
        7.8445        293.73        244.971        237.510 
        7.8459        294.27        244.867        237.554 
        7.8474        294.81        244.777        237.782 
        7.8489        295.35        244.394        238.131 
        7.8504        295.88        244.206        238.281 
        7.8519        296.42        243.897        238.169 
        7.8534        296.96        243.592        238.116 
        7.8549        297.50        243.709        238.051 
        7.8564        298.04        243.947        238.156 
        7.8579        298.58        244.054        238.023 
        7.8594        299.12        244.341        237.993 
        7.8609        299.65        244.531        237.982 
        7.8624        300.19        244.523        238.016 
        7.8639        300.73        244.602        237.945 
        7.8654        301.27        244.768        237.908 
        7.8669        301.81        244.793        237.849 
        7.8684        302.35        244.629        237.752 
        7.8699        302.88        244.449        237.846 
        7.8714        303.42        244.580        237.907 
        7.8729        303.96        244.753        237.710 
        7.8744        304.50        244.692        237.678 
        7.8759        305.04        244.509        237.880 
        7.8774        305.58        244.428        238.120 
        7.8789        306.12        244.447        238.155 
        7.8803        306.65        244.495        238.058 
        7.8818        307.19        244.377        238.154 
        7.8833        307.73        244.349        238.199 
        7.8848        308.27        244.353        238.185 
        7.8863        308.81        244.154        238.229 
        7.8878        309.35        243.861        238.218 
        7.8893        309.88        243.887        238.125 
        7.8908        310.42        244.023        237.978 
        7.8923        310.96        243.696        237.947 
        7.8938        311.50        243.470        238.035 
        7.8953        312.04        243.764        238.164 
        7.8968        312.58        243.930        238.278 
        7.8983        313.11        243.974        238.305 
        7.8998        313.65        243.943        238.114 
        7.9013        314.19        244.008        238.027 
        7.9028        314.73        244.096        237.902 
        7.9043        315.27        244.096        237.976 
        7.9058        315.81        244.055        237.807 
        7.9073        316.35        244.101        237.682 
        7.9088        316.88        244.162        237.778 
        7.9103        317.42        244.086        237.842 
        7.9118        317.96        243.942        237.944 
        7.9133        318.50        243.893        238.190 
        7.9147        319.04        243.976        238.437 
        7.9162        319.58        244.087        238.668 
        7.9177        320.11        244.127        238.751 
        7.9192        320.65        244.215        238.787 
        7.9207        321.19        244.351        238.879 
        7.9222        321.73        244.208        238.951 
        7.9237        322.27        244.110        239.050 
        7.9252        322.81        244.122        238.886 
        7.9267        323.35        244.123        238.780 
        7.9282        323.88        244.161        238.880 
        7.9297        324.42        244.096        238.985 
        7.9312        324.96        243.977        238.963 
        7.9327        325.50        243.876        238.811 
        7.9342        326.04        243.960        238.823 
        7.9357        326.58        244.061        238.762 
        7.9372        327.11        244.104        238.445 
        7.9387        327.65        244.111        238.378 
        7.9402        328.19        244.278        238.151 
        7.9417        328.73        244.302        238.100 
        7.9432        329.27        244.404        237.976 
        7.9447        329.81        244.504        238.031 
        7.9462        330.34        244.548        238.260 
        7.9477        330.88        244.566        238.401 
        7.9491        331.42        244.571        238.448 
        7.9506        331.96        244.603        238.488 
        7.9521        332.50        244.372        238.676 
        7.9536        333.04        244.231        238.983 
        7.9551        333.58        244.212        239.183 
        7.9566        334.11        244.024        239.387 
        7.9581        334.65        243.999        239.494 
        7.9596        335.19        244.173        239.538 
        7.9611        335.73        244.360        239.552 
        7.9626        336.27        244.476        239.647 
        7.9641        336.81        244.624        239.906 
        7.9656        337.34        244.607        239.986 
        7.9671        337.88        244.576        239.946 
        7.9686        338.42        244.753        239.948 
        7.9701        338.96        244.880        239.882 
        7.9716        339.50        244.810        239.810 
        7.9731        340.04        244.968        239.738 
        7.9746        340.58        245.092        239.684 
        7.9761        341.11        245.030        239.629 
        7.9776        341.65        245.015        239.524 
        7.9791        342.19        245.028        239.472 
        7.9806        342.73        245.110        239.433 
        7.9821        343.27        245.067        239.580 
        7.9835        343.81        244.923        239.794 
        7.9850        344.34        244.753        240.007 
        7.9865        344.88        244.770        240.099 
        7.9880        345.42        244.958        239.935 
        7.9895        345.96        244.982        239.647 
        7.9910        346.50        244.805        239.609 
        7.9925        347.04        244.670        239.706 
        7.9940        347.58        244.796        239.790 
        7.9955        348.11        245.091        239.944 
        7.9970        348.65        245.097        240.084 
        7.9985        349.19        245.094        240.144 
        8.0000        349.73        245.191        240.226 
        8.0015        350.27        245.291        240.133 
        8.0030        350.81        245.487        240.035 
        8.0045        351.34        245.600        239.975 
        8.0060        351.88        245.554        240.003 
        8.0075        352.42        245.728        240.045 
        8.0090        352.96        245.813        239.884 
        8.0105        353.50        245.808        239.960 
        8.0120        354.04        245.802        240.185 
        8.0135        354.57        245.784        240.290 
        8.0150        355.11        245.775        240.284 
        8.0165        355.65        245.791        240.357 
        8.0179        356.19        245.681        240.467 
        8.0194        356.73        245.650        240.485 
        8.0209        357.27        245.712        240.518 
        8.0224        357.81        245.535        240.669 
        8.0239        358.34        245.222        240.612 
        8.0254        358.88        245.033        240.675 
        8.0269        359.42        245.053        240.681 
        8.0284        359.96        245.194        240.590 
        8.0299          0.50        245.354        240.285 
        8.0314          1.04        245.454        240.163 
        8.0329          1.57        245.571        240.195 
        8.0344          2.11        245.650        240.187 
        8.0359          2.65        245.848        240.116 
        8.0374          3.19        245.989        240.185 
        8.0389          3.73        246.066        240.326 
        8.0404          4.27        246.097        240.371 
        8.0419          4.81        246.174        240.341 
        8.0434          5.34        246.270        240.433 
        8.0449          5.88        246.345        240.578 
        8.0464          6.42        246.368        240.663 
        8.0479          6.96        246.454        240.778 
        8.0494          7.50        246.421        240.912 
        8.0509          8.04        246.243        240.871 
        8.0523          8.57        245.958        240.850 
        8.0538          9.11        245.845        240.869 
        8.0553          9.65        245.958        240.776 
        8.0568         10.19        245.887        240.704 
        8.0583         10.73        245.766        240.609 
        8.0598         11.27        245.802        240.557 
        8.0613         11.80        245.842        240.687 
        8.0628         12.34        245.749        240.842 
        8.0643         12.88        245.783        240.949 
        8.0658         13.42        246.006        241.116 
        8.0673         13.96        246.241        241.106 
        8.0688         14.50        246.348        241.162 
        8.0703         15.04        246.398        241.256 
        8.0718         15.57        246.351        241.210 
        8.0733         16.11        246.159        241.001 
        8.0748         16.65        246.103        240.798 
        8.0763         17.19        246.312        240.750 
        8.0778         17.73        246.549        240.765 
        8.0793         18.27        246.630        240.775 
        8.0808         18.80        246.569        240.663 
        8.0823         19.34        246.470        240.610 
        8.0838         19.88        246.502        240.643 
        8.0853         20.42        246.610        240.671 
        8.0867         20.96        246.628        240.742 
        8.0882         21.50        246.683        240.698 
        8.0897         22.04        246.708        240.631 
        8.0912         22.57        246.711        240.542 
        8.0927         23.11        246.695        240.611 
        8.0942         23.65        246.858        240.675 
        8.0957         24.19        246.897        240.577 
        8.0972         24.73        246.818        240.702 
        8.0987         25.27        246.668        240.776 
        8.1002         25.80        246.579        240.919 
        8.1017         26.34        246.361        241.006 
        8.1032         26.88        246.228        240.897 
        8.1047         27.42        246.245        240.956 
        8.1062         27.96        246.337        241.237 
        8.1077         28.50        246.436        241.470 
        8.1092         29.03        246.516        241.489 
        8.1107         29.57        246.628        241.356 
        8.1122         30.11        246.824        241.259 
        8.1137         30.65        247.028        241.313 
        8.1152         31.19        247.141        241.381 
        8.1167         31.73        247.148        241.384 
        8.1182         32.27        247.188        241.401 
        8.1197         32.80        247.230        241.428 
        8.1211         33.34        247.165        241.443 
        8.1226         33.88        247.053        241.418 
        8.1241         34.42        246.941        241.367 
        8.1256         34.96        246.732        241.404 
        8.1271         35.50        246.579        241.533 
        8.1286         36.03        246.505        241.469 
        8.1301         36.57        246.369        241.389 
        8.1316         37.11        246.277        241.264 
        8.1331         37.65        246.353        241.178 
        8.1346         38.19        246.683        241.143 
        8.1361         38.73        246.914        241.121 
        8.1376         39.27        247.050        241.122 
        8.1391         39.80        247.025        241.001 
        8.1406         40.34        246.849        240.890 
        8.1421         40.88        246.737        240.852 
        8.1436         41.42        246.770        240.931 
        8.1451         41.96        246.743        241.034 
        8.1466         42.50        246.736        241.092 
        8.1481         43.03        246.850        241.124 
        8.1496         43.57        246.767        241.037 
        8.1511         44.11        246.789        241.042 
        8.1526         44.65        246.781        241.084 
        8.1541         45.19        246.787        241.105 
        8.1555         45.73        246.866        241.169 
        8.1570         46.27        246.951        241.105 
        8.1585         46.80        247.112        241.012 
        8.1600         47.34        247.180        240.922 
        8.1615         47.88        247.086        240.848 
        8.1630         48.42        246.978        240.825 
        8.1645         48.96        246.987        240.774 
        8.1660         49.50        246.866        240.730 
        8.1675         50.03        246.734        240.695 
        8.1690         50.57        246.833        240.803 
        8.1705         51.11        247.008        240.794 
        8.1720         51.65        246.948        240.810 
        8.1735         52.19        246.832        240.696 
        8.1750         52.73        246.809        240.556 
        8.1765         53.26        246.741        240.448 
        8.1780         53.80        246.677        240.446 
        8.1795         54.34        246.647        240.439 
        8.1810         54.88        246.677        240.405 
        8.1825         55.42        246.734        240.470 
        8.1840         55.96        246.696        240.724 
        8.1855         56.50        246.726        240.821 
        8.1870         57.03        246.707        240.679 
        8.1885         57.57        246.620        240.412 
        8.1899         58.11        246.543        240.261 
        8.1914         58.65        246.500        240.161 
        8.1929         59.19        246.458        240.135 
        8.1944         59.73        246.372        240.204 
        8.1959         60.26        246.341        240.288 
        8.1974         60.80        246.425        240.335 
        8.1989         61.34        246.640        240.311 
        8.2004         61.88        246.641        240.170 
        8.2019         62.42        246.352        239.962 
        8.2034         62.96        246.263        239.967 
        8.2049         63.50        246.333        240.088 
        8.2064         64.03        246.490        240.133 
        8.2079         64.57        246.617        239.954 
        8.2094         65.11        246.664        239.849 
        8.2109         65.65        246.692        239.914 
        8.2124         66.19        246.725        239.855 
        8.2139         66.73        246.637        239.799 
        8.2154         67.26        246.419        239.798 
        8.2169         67.80        246.242        239.797 
        8.2184         68.34        246.154        239.795 
        8.2199         68.88        246.154        239.854 
        8.2214         69.42        246.122        239.778 
        8.2229         69.96        246.083        239.537 
        8.2243         70.49        246.049        239.412 
        8.2258         71.03        245.942        239.303 
        8.2273         71.57        245.989        239.279 
        8.2288         72.11        246.023        239.148 
        8.2303         72.65        245.981        238.949 
        8.2318         73.19        246.040        238.827 
        8.2333         73.73        246.084        238.772 
        8.2348         74.26        246.048        238.812 
        8.2363         74.80        245.992        238.812 
        8.2378         75.34        245.802        238.784 
        8.2393         75.88        245.678        238.787 
        8.2408         76.42        245.783        238.905 
        8.2423         76.96        245.908        238.933 
        8.2438         77.49        245.837        238.880 
        8.2453         78.03        245.881        238.780 
        8.2468         78.57        245.799        238.693 
        8.2483         79.11        245.816        238.590 
        8.2498         79.65        245.691        238.315 
        8.2513         80.19        245.542        237.947 
        8.2528         80.73        245.480        237.955 
        8.2543         81.26        245.390        238.143 
        8.2558         81.80        245.315        238.156 
        8.2573         82.34        245.213        238.085 
        8.2587         82.88        245.162        237.952 
        8.2602         83.42        245.136        237.702 
        8.2617         83.96        245.101        237.514 
        8.2632         84.49        245.013        237.537 
        8.2647         85.03        244.965        237.728 
        8.2662         85.57        244.951        237.836 
        8.2677         86.11        244.865        238.017 
        8.2692         86.65        244.648        238.072 
        8.2707         87.19        244.561        237.866 
        8.2722         87.73        244.498        237.503 
        8.2737         88.26        244.319        237.431 
        8.2752         88.80        244.201        237.468 
        8.2767         89.34        244.229        237.376 
        8.2782         89.88        244.159        237.453 
        8.2797         90.42        244.241        237.531 
        8.2812         90.96        244.200        237.460 
        8.2827         91.49        244.106        237.427 
        8.2842         92.03        244.229        237.274 
        8.2857         92.57        244.456        237.247 
        8.2872         93.11        244.444        237.334 
        8.2887         93.65        244.479        237.315 
        8.2902         94.19        244.501        237.299 
        8.2917         94.72        244.372        237.174 
        8.2932         95.26        244.306        237.048 
        8.2946         95.80        244.344        236.983 
        8.2961         96.34        244.353        236.752 
        8.2976         96.88        244.349        236.576 
        8.2991         97.42        244.311        236.492 
        8.3006         97.96        244.267        236.476 
        8.3021         98.49        244.033        236.512 
        8.3036         99.03        243.914        236.622 
        8.3051         99.57        243.860        236.631 
        8.3066        100.11        243.707        236.283 
        8.3081        100.65        243.292        236.089 
        8.3096        101.19        243.155        236.001 
        8.3111        101.72        243.237        235.943 
        8.3126        102.26        243.248        236.173 
        8.3141        102.80        243.182        236.214 
        8.3156        103.34        243.061        236.260 
        8.3171        103.88        242.965        236.354 
        8.3186        104.42        242.978        236.421 
        8.3201        104.96        243.124        236.470 
        8.3216        105.49        243.234        236.483 
        8.3231        106.03        243.107        236.442 
        8.3246        106.57        243.029        236.368 
        8.3261        107.11        243.141        236.430 
        8.3276        107.65        242.976        236.464 
        8.3290        108.19        242.822        236.421 
        8.3305        108.72        242.897        236.188 
        8.3320        109.26        243.040        235.890 
        8.3335        109.80        243.092        235.727 
        8.3350        110.34        242.945        235.707 
        8.3365        110.88        243.102        235.476 
        8.3380        111.42        243.318        235.411 
        8.3395        111.95        243.475        235.436 
        8.3410        112.49        243.596  
        8.3425        113.03        243.587  
        8.3440        113.57        243.355  
        8.3455        114.11        243.287  
        8.3470        114.65        243.399  
        8.3485        115.19        243.398  
        8.3500        115.72        243.241  
        8.3515        116.26        243.161  
        8.3530        116.80        243.207  
        8.3545        117.34        243.182  
        8.3560        117.88        243.205  
        8.3575        118.42        243.148  
        8.3590        118.95        242.964  
        8.3605        119.49        242.916  
        8.3620        120.03        242.881  
        8.3634        120.57        242.837  
        8.3649        121.11        242.874  
        8.3664        121.65        242.633  
        8.3679        122.19        242.358  
        8.3694        122.72        242.452  
        8.3709        123.26        242.618  
        8.3724        123.80        242.765  
        8.3739        124.34        242.805  
        8.3754        124.88        242.669  
        8.3769        125.42        242.449  
        8.3784        125.95        242.426  
        8.3799        126.49        242.386  
        8.3814        127.03        242.291  
        8.3829        127.57        242.078  
        8.3844        128.11        241.627  
        8.3859        128.65        241.757  
        8.3874        129.18        242.112  
        8.3889        129.72        242.334  
        8.3904        130.26        242.549  
        8.3919        130.80        242.824  
        8.3934        131.34        242.855  
        8.3949        131.88        242.888  
        8.3964        132.42        242.858  
        8.3978        132.95        242.803  
        8.3993        133.49        242.509  
        8.4008        134.03        242.312  
        8.4023        134.57        242.425  
        8.4038        135.11        242.717  
        8.4053        135.65        242.597  
        8.4068        136.18        242.244  
        8.4083        136.72        242.353  
        8.4098        137.26        242.706  
        8.4113        137.80        242.907  
        8.4128        138.34        243.041  
        8.4143        138.88        243.063  
        8.4158        139.42        243.118  
        8.4173        139.95        243.111  
        8.4188        140.49        243.089  
        8.4203        141.03        243.086  
        8.4218        141.57        242.999  
        8.4233        142.11        243.039  
        8.4248        142.65        242.945  
        8.4263        143.18        242.849  
        8.4278        143.72        242.996  
        8.4293        144.26        243.003  
        8.4308        144.80        242.875  
        8.4322        145.34        242.889  
        8.4337        145.88        242.993  
        8.4352        146.42        243.021  
        8.4367        146.95        242.903  
        8.4382        147.49        242.903  
        8.4397        148.03        243.123  
        8.4412        148.57        243.478  
        8.4427        149.11        243.591  
        8.4442        149.65        243.487  
        8.4457        150.18        243.396  
        8.4472        150.72        243.417  
        8.4487        151.26        243.369  
        8.4502        151.80        243.382  
        8.4517        152.34        243.395  
        8.4532        152.88        243.422  
        8.4547        153.41        243.621  
        8.4562        153.95        243.733  
        8.4577        154.49        243.889  
        8.4592        155.03        244.033  
        8.4607        155.57        244.091  
        8.4622        156.11        244.101  
        8.4637        156.65        244.200  
        8.4652        157.18        244.217  
        8.4666        157.72        244.323  
        8.4681        158.26        244.404  
        8.4696        158.80        244.255  
        8.4711        159.34        244.255  
        8.4726        159.88        244.177  
        8.4741        160.41        244.186  
        8.4756        160.95        244.242  
        8.4771        161.49        244.120  
        8.4786        162.03        244.056  
        8.4801        162.57        244.229  
        8.4816        163.11        244.446  
        8.4831        163.65        244.533  
        8.4846        164.18        244.679  
        8.4861        164.72        244.764  
        8.4876        165.26        244.860  
        8.4891        165.80        244.971  
        8.4906        166.34        245.092  
        8.4921        166.88        245.069  
        8.4936        167.41        245.089  
        8.4951        167.95        244.919  
        8.4966        168.49        244.944  
        8.4981        169.03        245.070  
        8.4996        169.57        245.179  
        8.5010        170.11        245.260  
        8.5025        170.64        245.312  
        8.5040        171.18        245.232  
        8.5055        171.72        245.132  
        8.5070        172.26        244.996  
        8.5085        172.80        245.169  
        8.5100        173.34        245.288  
        8.5115        173.88        245.410  
        8.5130        174.41        245.512  
        8.5145        174.95        245.640  
        8.5160        175.49        245.794  
        8.5175        176.03        245.935  
        8.5190        176.57        245.949  
        8.5205        177.11        245.942  
        8.5220        177.64        245.861  
        8.5235        178.18        245.931  
        8.5250        178.72        246.005  
        8.5265        179.26        245.835  
        8.5280        179.80        245.716  
        8.5295        180.34        245.686  
        8.5310        180.88        245.585  
        8.5325        181.41        245.588  
        8.5340        181.95        245.632  
        8.5354        182.49        245.692  
        8.5369        183.03        245.902  
        8.5384        183.57        246.143  
        8.5399        184.11        246.314  
        8.5414        184.64        246.329  
        8.5429        185.18        246.414  
        8.5444        185.72        246.552  
        8.5459        186.26        246.523  
        8.5474        186.80        246.371  
        8.5489        187.34        246.430  
        8.5504        187.88        246.574  
        8.5519        188.41        246.697  
        8.5534        188.95        246.573  
        8.5549        189.49        246.607  
        8.5564        190.03        246.731  
        8.5579        190.57        246.906  
        8.5594        191.11        246.938  
        8.5609        191.64        246.982  
        8.5624        192.18        247.023  
        8.5639        192.72        247.057  
        8.5654        193.26        247.091  
        8.5669        193.80        247.156  
        8.5684        194.34        247.103  
        8.5698        194.87        247.120  
        8.5713        195.41        247.271  
        8.5728        195.95        247.162  
        8.5743        196.49        247.048  
        8.5758        197.03        247.079  
        8.5773        197.57        247.177  
        8.5788        198.11        247.337  
        8.5803        198.64        247.539  
        8.5818        199.18        247.620  
        8.5833        199.72        247.638  
        8.5848        200.26        247.612  
        8.5863        200.80        247.539  
        8.5878        201.34        247.554  
        8.5893        201.87        247.588  
        8.5908        202.41        247.644  
        8.5923        202.95        247.760  
        8.5938        203.49        247.738  
        8.5953        204.03        247.642  
        8.5968        204.57        247.664  
        8.5983        205.10        247.666  
        8.5998        205.64        247.736  
        8.6013        206.18        247.808  
        8.6028        206.72        247.914  
        8.6042        207.26        247.966  
        8.6057        207.80        248.060  
        8.6072        208.34        248.089  
        8.6087        208.87        248.076  
        8.6102        209.41        248.014  
        8.6117        209.95        247.975  
        8.6132        210.49        248.163  
        8.6147        211.03        248.302  
        8.6162        211.57        248.267  
        8.6177        212.10        248.192  
        8.6192        212.64        248.206  
        8.6207        213.18        248.150  
        8.6222        213.72        247.907  
        8.6237        214.26        247.861  
        8.6252        214.80        247.975  
        8.6267        215.34        248.116  
        8.6282        215.87        248.123  
        8.6297        216.41        248.120  
        8.6312        216.95        248.167  
        8.6327        217.49        248.310  
        8.6342        218.03        248.407  
        8.6357        218.57        248.526  
        8.6372        219.10        248.676  
        8.6386        219.64        248.723  
        8.6401        220.18        248.779  
        8.6416        220.72        248.725  
        8.6431        221.26        248.534  
        8.6446        221.80        248.370  
        8.6461        222.33        248.303  
        8.6476        222.87        248.257  
        8.6491        223.41        248.341  
        8.6506        223.95        248.445  
        8.6521        224.49        248.571  
        8.6536        225.03        248.668  
        8.6551        225.57        248.564  
        8.6566        226.10        248.295  
        8.6581        226.64        248.109  
        8.6596        227.18        248.227  
        8.6611        227.72        248.438  
        8.6626        228.26        248.426  
        8.6641        228.80        248.453  
        8.6656        229.33        248.461  
        8.6671        229.87        248.414  
        8.6686        230.41        248.422  
        8.6701        230.95        248.489  
        8.6716        231.49        248.509  
        8.6731        232.03        248.479  
        8.6745        232.57        248.496  
        8.6760        233.10        248.442  
        8.6775        233.64        248.390  
        8.6790        234.18        248.384  
        8.6805        234.72        248.374  
        8.6820        235.26        248.576  
        8.6835        235.80        248.693  
        8.6850        236.33        248.622  
        8.6865        236.87        248.472  
        8.6880        237.41        248.417  
        8.6895        237.95        248.411  
        8.6910        238.49        248.473  
        8.6925        239.03        248.369  
        8.6940        239.57        248.054  
        8.6955        240.10        248.033  
        8.6970        240.64        248.106  
        8.6985        241.18        248.132  
        8.7000        241.72        248.181  
        8.7015        242.26        248.336  
        8.7030        242.80        248.458  
        8.7045        243.33        248.426  
        8.7060        243.87        248.479  
        8.7075        244.41        248.521  
        8.7089        244.95        248.508  
        8.7104        245.49        248.399  
        8.7119        246.03        248.424  
        8.7134        246.56        248.446  
        8.7149        247.10        248.517  
        8.7164        247.64        248.526  
        8.7179        248.18        248.514  
        8.7194        248.72        248.428  
        8.7209        249.26        248.418  
        8.7224        249.80        248.345  
        8.7239        250.33        248.183  
        8.7254        250.87        247.931  
        8.7269        251.41        247.861  
        8.7284        251.95        247.935  
        8.7299        252.49        247.925  
        8.7314        253.03        247.947  
        8.7329        253.56        247.863  
        8.7344        254.10        247.719  
        8.7359        254.64        247.652  
        8.7374        255.18        247.754  
        8.7389        255.72        247.842  
        8.7404        256.26        247.959  
        8.7419        256.80        247.949  
        8.7427        257.12        247.861  
        8.7442        257.66        247.838  
        8.7457        258.19        247.886  
        8.7472        258.73        247.796  
        8.7487        259.27        247.636  
        8.7502        259.81        247.715  
        8.7517        260.35        247.708  
        8.7532        260.89        247.705  
        8.7547        261.42        247.587  
        8.7562        261.96        247.322  
        8.7577        262.50        247.335  
        8.7592        263.04        247.352  
        8.7607        263.58        247.091  
        8.7622        264.12        247.058  
        8.7637        264.66        247.251  
        8.7652        265.19        247.351  
        8.7667        265.73        247.462  
        8.7682        266.27        247.465  
        8.7697        266.81        247.296  
        8.7712        267.35        247.176  
        8.7727        267.89        247.003  
        8.7742        268.42        246.670  
        8.7757        268.96        246.665  
        8.7771        269.50        246.623  
        8.7786        270.04        246.647  
        8.7801        270.58        246.671  
        8.7816        271.12        246.728  
        8.7831        271.66        246.795  
        8.7846        272.19        246.840  
        8.7861        272.73        247.009  
        8.7876        273.27        247.093  
        8.7891        273.81        246.893  
        8.7906        274.35        246.792  
        8.7921        274.89        246.842  
        8.7936        275.42        246.840  
        8.7951        275.96        246.853  
        8.7966        276.50        246.884  
        8.7981        277.04        246.801  
        8.7996        277.58        246.780  
        8.8011        278.12        246.689  
        8.8026        278.65        246.491  
        8.8041        279.19        246.374  
        8.8056        279.73        246.387  
        8.8071        280.27        246.432  
        8.8086        280.81        246.364  
        8.8101        281.35        246.403  
        8.8115        281.89        246.510  
        8.8130        282.42        246.536  
        8.8145        282.96        246.548  
        8.8160        283.50        246.711  
        8.8175        284.04        246.652  
        8.8190        284.58        246.544  
        8.8205        285.12        246.455  
        8.8220        285.65        246.441  
        8.8235        286.19        246.263  
        8.8250        286.73        245.974  
        8.8265        287.27        245.826  
        8.8280        287.81        245.747  
        8.8295        288.35        245.783  
        8.8310        288.89        245.953  
        8.8325        289.42        246.061  
        8.8340        289.96        246.322  
        8.8355        290.50        246.458  
        8.8370        291.04        246.385  
        8.8385        291.58        246.495  
        8.8400        292.12        246.671  
        8.8415        292.65        246.625  
        8.8430        293.19        246.559  
        8.8445        293.73        246.558  
        8.8459        294.27        246.530  
