Time (Mars Years), Time (Ls), Tsurf 500 mb 30km, Tsurf 500 mb 50km, Tsurf 500 mb 100km
          [Years],     [deg],               [K],               [K],                [K]
        1.2857         92.57        233.674        231.593        265.365
        1.2872         93.11        233.509        231.498        265.107
        1.2887         93.65        233.518        231.478        265.070
        1.2902         94.19        233.535        231.504        265.111
        1.2917         94.72        233.644        231.439        264.984
        1.2932         95.26        233.881        231.352        264.699
        1.2946         95.80        234.070        231.259        264.588
        1.2961         96.34        234.105        231.102        264.477
        1.2976         96.88        234.056        230.923        264.463
        1.2991         97.42        234.085        230.598        264.323
        1.3006         97.96        234.057        230.365        264.159
        1.3021         98.49        233.994        230.342        263.980
        1.3036         99.03        233.843        230.389        263.705
        1.3051         99.57        233.739        230.347        263.581
        1.3066        100.11        233.573        230.324        263.637
        1.3081        100.65        233.442        230.318        263.586
        1.3096        101.19        233.370        230.257        263.458
        1.3111        101.72        233.311        230.175        263.335
        1.3126        102.26        233.327        229.951        263.366
        1.3141        102.80        233.250        229.642        263.257
        1.3156        103.34        232.941        229.455        263.123
        1.3171        103.88        232.814        229.547        263.032
        1.3186        104.42        232.984        229.881        262.915
        1.3201        104.96        233.048        230.026        262.674
        1.3216        105.49        233.007        229.983        262.512
        1.3231        106.03        232.911        229.934        262.332
        1.3246        106.57        232.843        230.022        262.080
        1.3261        107.11        232.882        230.070        262.087
        1.3276        107.65        232.889        230.042        261.932
        1.3290        108.19        232.905        230.147        261.728
        1.3305        108.72        232.949        230.226        261.731
        1.3320        109.26        232.876        230.354        261.619
        1.3335        109.80        232.724        230.354        261.561
        1.3350        110.34        232.398        230.052        261.714
        1.3365        110.88        232.163        229.852        261.774
        1.3380        111.42        232.175        229.849        261.704
        1.3395        111.95        232.216        229.822        261.617
        1.3410        112.49        232.449        229.798        261.538
        1.3425        113.03        232.605        229.822        261.428
        1.3440        113.57        232.654        229.853        261.115
        1.3455        114.11        232.517        229.907        260.989
        1.3470        114.65        232.323        229.876        261.039
        1.3485        115.19        232.467        229.882        260.849
        1.3500        115.72        232.661        229.822        260.607
        1.3515        116.26        232.705        229.586        260.622
        1.3530        116.80        232.533        229.426        260.467
        1.3545        117.34        232.473        229.512        260.278
        1.3560        117.88        232.395        229.756        260.325
        1.3575        118.42        232.240        229.749        260.276
        1.3590        118.95        232.127        229.644        260.265
        1.3605        119.49        232.132        229.510        260.156
        1.3620        120.03        232.076        229.552        259.884
        1.3634        120.57        232.018        229.595        259.741
        1.3649        121.11        231.985        229.636        259.370
        1.3664        121.65        232.026        229.554        259.282
        1.3679        122.19        231.865        229.390        259.312
        1.3694        122.72        231.616        229.205        259.203
        1.3709        123.26        231.555        229.195        259.103
        1.3724        123.80        231.599        229.466        258.914
        1.3739        124.34        231.877        229.641        258.517
        1.3754        124.88        232.017        229.456        258.374
        1.3769        125.42        232.109        229.358        258.503
        1.3784        125.95        232.046        229.415        258.486
        1.3799        126.49        231.860        229.402        258.191
        1.3814        127.03        231.805        229.254        257.916
        1.3829        127.57        231.672        229.385        257.800
        1.3844        128.11        231.617        229.757        257.928
        1.3859        128.65        231.714        229.838        257.870
        1.3874        129.18        231.993        229.757        258.066
        1.3889        129.72        232.020        229.705        258.201
        1.3904        130.26        231.945        229.549        258.132
        1.3919        130.80        231.911        229.711        258.095
        1.3934        131.34        231.977        229.872        257.895
        1.3949        131.88        232.134        229.894        257.897
        1.3964        132.42        232.034        229.894        257.875
        1.3978        132.95        231.559        229.899        257.684
        1.3993        133.49        231.022        229.844        257.442
        1.4008        134.03        230.904        229.916        257.316
        1.4023        134.57        230.961        230.078        257.441
        1.4038        135.11        231.223        230.076        257.551
        1.4053        135.65        231.667        229.999        257.396
        1.4068        136.18        232.131        229.921        257.336
        1.4083        136.72        232.474        229.937        257.344
        1.4098        137.26        232.609        230.004        257.363
        1.4113        137.80        232.546        230.023        257.286
        1.4128        138.34        232.538        230.109        257.072
        1.4143        138.88        232.478        230.103        256.861
        1.4158        139.42        232.578        229.988        256.777
        1.4173        139.95        232.652        230.020        256.718
        1.4188        140.49        232.617        230.155        256.420
        1.4203        141.03        232.344        230.299        256.132
        1.4218        141.57        232.143        230.340        256.098
        1.4233        142.11        232.115        230.454        256.075
        1.4248        142.65        232.164        230.546        255.858
        1.4263        143.18        232.298        230.359        255.722
        1.4278        143.72        232.311        230.312        255.912
        1.4293        144.26        232.302        230.403        256.017
        1.4308        144.80        232.299        230.498        255.668
        1.4322        145.34        232.212        230.538        255.642
        1.4337        145.88        232.395        230.468        255.813
        1.4352        146.42        232.760        230.492        255.884
        1.4367        146.95        232.872        230.708        255.899
        1.4382        147.49        232.970        230.800        256.089
        1.4397        148.03        232.868        230.727        256.227
        1.4412        148.57        232.782        230.665        256.140
        1.4427        149.11        232.814        230.697        256.028
        1.4442        149.65        232.936        230.661        255.959
        1.4457        150.18        232.903        230.744        255.960
        1.4472        150.72        232.978        230.817        255.942
        1.4487        151.26        233.204        230.712        255.795
        1.4502        151.80        233.305        230.409        255.746
        1.4517        152.34        233.517        230.310        255.718
        1.4532        152.88        233.719        230.390        255.647
        1.4547        153.41        233.862        230.564        255.484
        1.4562        153.95        233.833        230.885        255.327
        1.4577        154.49        233.759        231.051        255.389
        1.4592        155.03        233.775        231.118        255.386
        1.4607        155.57        233.672        231.170        255.502
        1.4622        156.11        233.651        231.218        255.541
        1.4637        156.65        233.762        231.230        255.461
        1.4652        157.18        233.936        231.098        255.236
        1.4666        157.72        233.942        230.820        255.245
        1.4681        158.26        233.912        230.672        255.305
        1.4696        158.80        233.773        231.070        255.270
        1.4711        159.34        233.830        231.500        255.283
        1.4726        159.88        234.014        231.687        255.394
        1.4741        160.41        234.027        231.661        255.462
        1.4756        160.95        234.174        231.715        255.410
        1.4771        161.49        234.203        231.959        255.338
        1.4786        162.03        234.117        232.109        255.076
        1.4801        162.57        234.007        231.919        254.920
        1.4816        163.11        233.957        232.032        255.013
        1.4831        163.65        234.057        232.026        255.089
        1.4846        164.18        234.071        231.960        255.098
        1.4861        164.72        234.239        232.129        255.018
        1.4876        165.26        234.272        232.177        255.125
        1.4891        165.80        234.184        232.139        255.236
        1.4906        166.34        234.213        232.058        255.297
        1.4921        166.88        234.333        232.062        255.101
        1.4936        167.41        234.377        232.091        255.064
        1.4951        167.95        234.424        231.976        255.122
        1.4966        168.49        234.561        232.042        255.069
        1.4981        169.03        234.709        232.279        255.038
        1.4996        169.57        234.733        232.305        254.993
        1.5010        170.11        234.672        232.298        255.115
        1.5025        170.64        234.620        232.328        255.116
        1.5040        171.18        234.636        232.423        254.980
        1.5055        171.72        234.799        232.574        255.091
        1.5070        172.26        235.105        232.713        255.096
        1.5085        172.80        235.227        232.652        254.944
        1.5100        173.34        235.202        232.652        255.020
        1.5115        173.88        235.185        232.663        255.061
        1.5130        174.41        235.324        232.687        254.959
        1.5145        174.95        235.543        232.766        254.801
        1.5160        175.49        235.502        232.873        254.641
        1.5175        176.03        235.316        233.011        254.715
        1.5190        176.57        235.335        233.137        254.952
        1.5205        177.11        235.452        233.156        255.067
        1.5220        177.64        235.500        233.036        255.118
        1.5235        178.18        235.594        233.281        254.935
        1.5250        178.72        235.732        233.452        254.634
        1.5265        179.26        235.868        233.578        254.587
        1.5280        179.80        235.937        233.579        254.486
        1.5295        180.34        235.924        233.628        254.352
        1.5310        180.88        235.951        233.679        254.369
        1.5325        181.41        236.006        233.701        254.350
        1.5340        181.95        236.018        233.700        254.281
        1.5354        182.49        236.013        233.780        254.178
        1.5369        183.03        236.075        233.895        254.002
        1.5384        183.57        236.080        234.044        253.948
        1.5399        184.11        236.229        234.080        253.894
        1.5414        184.64        236.376        234.033        253.932
        1.5429        185.18        236.495        233.885        253.827
        1.5444        185.72        236.453        233.809        253.757
        1.5459        186.26        236.408        233.965        253.861
        1.5474        186.80        236.421        234.074        253.952
        1.5489        187.34        236.613        234.037        253.968
        1.5504        187.87        236.894        234.074        253.842
        1.5519        188.41        237.028        234.212        253.732
        1.5534        188.95        237.020        234.414        253.654
        1.5549        189.49        236.988        234.611        253.581
        1.5564        190.03        237.083        234.562        253.522
        1.5579        190.57        237.046        234.511        253.465
        1.5594        191.11        237.033        234.550        253.389
        1.5609        191.64        237.063        234.780        253.265
        1.5624        192.18        237.081        234.919        253.270
        1.5639        192.72        237.156        234.900        253.358
        1.5654        193.26        237.220        234.885        253.232
        1.5669        193.80        237.293        235.031        253.062
        1.5684        194.34        237.451        235.203        253.022
        1.5698        194.87        237.694        235.246        253.085
        1.5713        195.41        237.771        235.168        253.091
        1.5728        195.95        237.851        235.155        253.074
        1.5743        196.49        238.012        235.281        253.114
        1.5758        197.03        238.080        235.395        253.043
        1.5773        197.57        238.193        235.334        252.870
        1.5788        198.11        238.342        235.311        252.801
        1.5803        198.64        238.217        235.445        252.813
        1.5818        199.18        238.183        235.590        252.795
        1.5833        199.72        238.236        235.609        252.766
        1.5848        200.26        238.196        235.557        252.702
        1.5863        200.80        238.189        235.536        252.617
        1.5878        201.34        238.355        235.535        252.583
        1.5893        201.87        238.417        235.709        252.635
        1.5908        202.41        238.299        235.816        252.585
        1.5923        202.95        238.193        235.805        252.508
        1.5938        203.49        238.271        235.710        252.385
        1.5953        204.03        238.507        235.787        252.344
        1.5968        204.57        238.623        235.909        252.250
        1.5983        205.10        238.537        235.996        252.216
        1.5998        205.64        238.520        236.112        252.230
        1.6013        206.18        238.697        236.194        252.178
        1.6028        206.72        238.768        236.127        252.034
        1.6042        207.26        238.853        236.013        251.895
        1.6057        207.80        238.925        235.849        251.791
        1.6072        208.34        239.003        235.723        251.768
        1.6087        208.87        239.088        235.682        251.726
        1.6102        209.41        239.161        235.755        251.789
        1.6117        209.95        239.135        235.764        251.812
        1.6132        210.49        238.982        235.701        251.790
        1.6147        211.03        239.010        235.804        251.724
        1.6162        211.57        239.041        236.020        251.658
        1.6177        212.10        238.995        236.137        251.572
        1.6192        212.64        238.904        236.099        251.570
        1.6207        213.18        238.800        236.036        251.509
        1.6222        213.72        238.763        236.166        251.470
        1.6237        214.26        238.816        236.186        251.494
        1.6252        214.80        238.842        236.158        251.446
        1.6267        215.34        238.943        236.115        251.360
        1.6282        215.87        239.124        236.173        251.330
        1.6297        216.41        239.339        236.316        251.324
        1.6312        216.95        239.541        236.487        251.280
        1.6327        217.49        239.696        236.652        251.264
        1.6342        218.03        239.795        236.707        251.289
        1.6357        218.57        239.810        236.678        251.309
        1.6372        219.10        239.738        236.700        251.247
        1.6386        219.64        239.701        236.590        251.195
        1.6401        220.18        239.671        236.480        251.149
        1.6416        220.72        239.546        236.464        251.153
        1.6431        221.26        239.444        236.610        251.065
        1.6446        221.80        239.361        236.599        250.968
        1.6461        222.34        239.300        236.567        250.924
        1.6476        222.87        239.346        236.530        250.835
        1.6491        223.41        239.465        236.502        250.760
        1.6506        223.95        239.491        236.402        250.768
        1.6521        224.49        239.522        236.478        250.677
        1.6536        225.03        239.622        236.536        250.545
        1.6551        225.57        239.691        236.585        250.420
        1.6566        226.10        239.684        236.576        250.393
        1.6581        226.64        239.737        236.487        250.358
        1.6596        227.18        239.780        236.477        250.314
        1.6611        227.72        239.761        236.529        250.292
        1.6626        228.26        239.703        236.529        250.239
        1.6641        228.80        239.712        236.496        250.197
        1.6656        229.33        239.663        236.448        250.115
        1.6671        229.87        239.609        236.300        250.022
        1.6686        230.41        239.556        236.301        249.916
        1.6701        230.95        239.455        236.319        249.753
        1.6716        231.49        239.371        236.296        249.635
        1.6731        232.03        239.245        236.206        249.480
        1.6745        232.57        239.210        236.201        249.344
        1.6760        233.10        239.205        236.152        249.199
        1.6775        233.64        239.215        236.284        249.123
        1.6790        234.18        239.182        236.344        249.101
        1.6805        234.72        239.236        236.439        249.119
        1.6820        235.26        239.301        236.557        249.087
        1.6835        235.80        239.211        236.613        248.996
        1.6850        236.33        239.135        236.607        248.928
        1.6865        236.87        239.134        236.531        248.843
        1.6880        237.41        239.071        236.552        248.699
        1.6895        237.95        239.027        236.580        248.583
        1.6910        238.49        238.994        236.550        248.468
        1.6925        239.03        238.893        236.549        248.419
        1.6940        239.57        238.802        236.491        248.400
        1.6955        240.10        238.741        236.347        248.383
        1.6970        240.64        238.769        236.201        248.347
        1.6985        241.18        238.935        236.035        248.313
        1.7000        241.72        239.061        235.921        248.232
        1.7015        242.26        239.129        235.917        248.040
        1.7030        242.80        239.126        235.916        247.853
        1.7045        243.33        239.105        235.943        247.780
        1.7060        243.87        238.999        235.964        247.719
        1.7075        244.41        238.974        235.961        247.649
        1.7089        244.95        238.829        235.904        247.516
        1.7104        245.49        238.682        235.794        247.395
        1.7119        246.03        238.521        235.748        247.247
        1.7134        246.56        238.522        235.745        247.090
        1.7149        247.10        238.602        235.945        247.089
        1.7164        247.64        238.580        236.001        247.139
        1.7179        248.18        238.523        235.892        247.034
        1.7194        248.72        238.544        235.725        246.893
        1.7209        249.26        238.516        235.550        246.777
        1.7224        249.80        238.383        235.464        246.694
        1.7239        250.33        238.277        235.409        246.613
        1.7254        250.87        238.400        235.390        246.627
        1.7269        251.41        238.532        235.345        246.500
        1.7284        251.95        238.502        235.290        246.261
        1.7299        252.49        238.417        235.202        246.152
        1.7314        253.03        238.283        235.235        246.085
        1.7329        253.56        238.238        235.367        246.071
        1.7344        254.10        238.138        235.375        245.977
        1.7359        254.64        238.039        235.420        245.855
        1.7374        255.18        237.963        235.478        245.737
        1.7389        255.72        237.993        235.503        245.804
        1.7404        256.26        237.995        235.416        245.816
        1.7419        256.80        237.964        235.294        245.724
        1.7427        257.12        237.883        235.217        245.592
        1.7442        257.66        237.816        235.206        245.548
        1.7457        258.19        237.769        235.222        245.599
        1.7472        258.73        237.780        235.178        245.560
        1.7487        259.27        237.848        234.913        245.334
        1.7502        259.81        237.813        234.726        245.214
        1.7517        260.35        237.839        234.814        245.255
        1.7532        260.89        237.718        234.699        245.214
        1.7547        261.42        237.651        234.419        245.063
        1.7562        261.96        237.564        234.302        244.923
        1.7577        262.50        237.547        234.262        244.864
        1.7592        263.04        237.482        234.115        244.770
        1.7607        263.58        237.320        234.074        244.699
        1.7622        264.12        237.192        234.069        244.792
        1.7637        264.66        237.172        234.125        244.785
        1.7652        265.19        237.152        234.137        244.789
        1.7667        265.73        237.165        234.091        244.656
        1.7682        266.27        237.146        233.963        244.406
        1.7697        266.81        237.070        233.929        244.264
        1.7712        267.35        237.109        233.991        244.216
        1.7727        267.89        237.367        234.002        244.270
        1.7742        268.42        237.227        234.082        244.217
        1.7757        268.96        237.015        234.196        244.179
        1.7771        269.50        236.790        234.342        244.274
        1.7786        270.04        236.682        234.509        244.246
        1.7801        270.58        236.681        234.592        244.118
        1.7816        271.12        236.813        234.588        244.003
        1.7831        271.66        236.975        234.519        243.957
        1.7846        272.19        236.996        234.295        243.869
        1.7861        272.73        236.963        234.329        243.782
        1.7876        273.27        236.913        234.416        243.662
        1.7891        273.81        236.849        234.285        243.553
        1.7906        274.35        236.918        234.221        243.534
        1.7921        274.89        236.972        234.333        243.460
        1.7936        275.42        237.038        234.336        243.356
        1.7951        275.96        237.064        234.214        243.418
        1.7966        276.50        237.077        234.047        243.532
        1.7981        277.04        237.042        233.956        243.549
        1.7996        277.58        237.076        233.878        243.502
        1.8011        278.12        237.008        233.858        243.439
        1.8026        278.65        236.867        233.570        243.324
        1.8041        279.19        236.621        233.370        243.223
        1.8056        279.73        236.342        233.333        243.121
        1.8071        280.27        236.160        233.320        242.980
        1.8086        280.81        235.930        233.368        242.790
        1.8101        281.35        235.860        233.463        242.526
        1.8115        281.89        235.907        233.425        242.269
        1.8130        282.42        235.755        233.393        242.136
        1.8145        282.96        235.629        233.485        242.198
        1.8160        283.50        235.595        233.576        242.391
        1.8175        284.04        235.728        233.619        242.567
        1.8190        284.58        235.888        233.515        242.674
        1.8205        285.12        236.009        233.369        242.695
        1.8220        285.65        235.966        233.353        242.549
        1.8235        286.19        235.961        233.350        242.423
        1.8250        286.73        236.028        233.342        242.327
        1.8265        287.27        236.142        233.374        242.201
        1.8280        287.81        236.280        233.309        242.272
        1.8295        288.35        236.097        233.322        242.199
        1.8310        288.89        235.958        233.356        242.189
        1.8325        289.42        236.080        233.331        242.288
        1.8340        289.96        235.953        233.444        242.268
        1.8355        290.50        235.901        233.300        242.332
        1.8370        291.04        235.845        233.211        242.453
        1.8385        291.58        235.683        232.991        242.406
        1.8400        292.12        235.781        232.841        242.244
        1.8415        292.65        235.892        232.846        242.276
        1.8430        293.19        235.809        232.745        242.329
        1.8445        293.73        235.695        232.613        242.247
        1.8459        294.27        235.738        232.782        242.017
        1.8474        294.81        235.864        232.942        241.873
        1.8489        295.35        235.999        232.930        241.756
        1.8504        295.88        235.929        232.827        241.594
        1.8519        296.42        235.871        232.765        241.457
        1.8534        296.96        235.646        232.648        241.283
        1.8549        297.50        235.223        232.702        241.156
        1.8564        298.04        235.217        232.785        241.098
        1.8579        298.58        235.387        232.622        241.141
        1.8594        299.12        235.609        232.366        241.150
        1.8609        299.65        235.581        232.248        241.221
        1.8624        300.19        235.594        232.361        241.429
        1.8639        300.73        235.654        232.440        241.495
        1.8654        301.27        235.690        232.574        241.497
        1.8669        301.81        235.705        232.539        241.529
        1.8684        302.35        235.633        232.635        241.649
        1.8699        302.88        235.758        232.617        241.451
        1.8714        303.42        236.020        232.470        241.360
        1.8729        303.96        236.201        232.535        241.210
        1.8744        304.50        236.247        232.650        241.157
        1.8759        305.04        236.269        232.745        241.070
        1.8774        305.58        236.255        232.795        240.859
        1.8789        306.12        236.070        232.891        240.683
        1.8803        306.65        235.897        232.993        240.667
        1.8818        307.19        235.852        232.941        240.699
        1.8833        307.73        235.880        232.903        240.706
        1.8848        308.27        235.824        233.018        240.661
        1.8863        308.81        235.895        233.147        240.575
        1.8878        309.35        235.927        233.137        240.679
        1.8893        309.88        235.953        232.928        240.747
        1.8908        310.42        235.877        232.714        240.497
        1.8923        310.96        235.704        232.622        240.548
        1.8938        311.50        235.607        232.557        240.560
        1.8953        312.04        235.644        232.683        240.580
        1.8968        312.58        235.676        232.767        240.525
        1.8983        313.11        235.743        232.899        240.462
        1.8998        313.65        235.688        233.101        240.443
        1.9013        314.19        235.820        233.254        240.466
        1.9028        314.73        235.826        233.452        240.502
        1.9043        315.27        235.572        233.559        240.458
        1.9058        315.81        235.457        233.519        240.393
        1.9073        316.35        235.540        233.492        240.368
        1.9088        316.88        235.827        233.329        240.243
        1.9103        317.42        235.945        233.064        240.123
        1.9118        317.96        236.056        232.978        240.319
        1.9133        318.50        236.025        232.999        240.519
        1.9147        319.04        236.050        232.985        240.636
        1.9162        319.58        236.097        233.067        240.757
        1.9177        320.11        236.109        233.157        240.791
        1.9192        320.65        236.115        233.255        240.699
        1.9207        321.19        236.325        233.311        240.580
        1.9222        321.73        236.424        233.321        240.619
        1.9237        322.27        236.426        233.308        240.711
        1.9252        322.81        236.376        233.115        240.849
        1.9267        323.35        236.500        232.956        240.905
        1.9282        323.88        236.587        232.840        240.866
        1.9297        324.42        236.489        232.644        240.862
        1.9312        324.96        236.303        232.651        240.880
        1.9327        325.50        236.346        232.735        240.855
        1.9342        326.04        236.430        232.736        240.885
        1.9357        326.58        236.237        232.818        240.932
        1.9372        327.11        236.141        232.780        240.953
        1.9387        327.65        235.838        232.724        240.719
        1.9402        328.19        235.464        232.867        240.439
        1.9417        328.73        235.544        232.931        240.447
        1.9432        329.27        235.690        233.043        240.576
        1.9447        329.81        235.838        233.193        240.670
        1.9462        330.34        235.877        233.317        240.965
        1.9477        330.88        236.009        233.419        240.988
        1.9491        331.42        236.253        233.570        241.026
        1.9506        331.96        236.489        233.641        241.053
        1.9521        332.50        236.610        233.549        240.946
        1.9536        333.04        236.697        233.325        240.757
        1.9551        333.58        236.758        233.365        240.693
        1.9566        334.11        236.905        233.536        240.755
        1.9581        334.65        236.777        233.612        240.886
        1.9596        335.19        236.746        233.667        240.985
        1.9611        335.73        236.907        233.823        241.112
        1.9626        336.27        236.911        233.974        241.226
        1.9641        336.81        236.873        234.031        241.269
        1.9656        337.34        236.950        234.062        241.106
        1.9671        337.88        236.945        234.062        240.934
        1.9686        338.42        236.972        234.132        240.963
        1.9701        338.96        237.039        234.180        241.061
        1.9716        339.50        237.199        234.237        241.071
        1.9731        340.04        237.266        234.121        241.029
        1.9746        340.58        237.344        233.999        240.875
        1.9761        341.11        237.398        233.909        240.797
        1.9776        341.65        237.242        233.901        240.785
        1.9791        342.19        237.129        234.084        240.790
        1.9806        342.73        237.058        234.248        240.869
        1.9821        343.27        237.024        234.283        240.954
        1.9835        343.81        237.066        234.307        241.114
        1.9850        344.34        236.995        234.458        241.147
        1.9865        344.88        236.838        234.560        240.918
        1.9880        345.42        236.764        234.720        240.936
        1.9895        345.96        236.853        234.749        240.994
        1.9910        346.50        236.947        234.691        241.018
        1.9925        347.04        236.905        234.626        241.053
        1.9940        347.58        236.765        234.482        241.046
        1.9955        348.11        236.868        234.421        240.984
        1.9970        348.65        237.166        234.202        241.084
        1.9985        349.19        237.295        234.169        241.128
        2.0000        349.73        237.394        234.290        241.120
        2.0015        350.27        237.582        234.312        241.032
        2.0030        350.81        237.627        234.424        240.947
        2.0045        351.34        237.624        234.511        240.998
        2.0060        351.88        237.595        234.556        241.097
        2.0075        352.42        237.525        234.601        241.183
        2.0090        352.96        237.546        234.610        241.230
        2.0105        353.50        237.613        234.653        241.267
        2.0120        354.04        237.431        234.696        241.273
        2.0135        354.57        237.201        234.752        241.206
        2.0150        355.11        237.016        234.782        241.293
        2.0165        355.65        237.021        234.575        241.384
        2.0179        356.19        237.314        234.416        241.421
        2.0194        356.73        237.557        234.429        241.356
        2.0209        357.27        237.791        234.445        241.306
        2.0224        357.81        238.042        234.481        241.363
        2.0239        358.34        238.272        234.525        241.427
        2.0254        358.88        238.346        234.535        241.572
        2.0269        359.42        238.282        234.677        241.677
        2.0284        359.96        238.176        234.892        241.730
        2.0299          0.50        238.230        235.014        241.765
        2.0314          1.04        238.238        235.121        241.757
        2.0329          1.57        238.227        235.268        241.728
        2.0344          2.11        238.066        235.315        241.756
        2.0359          2.65        237.841        235.242        241.832
        2.0374          3.19        237.697        235.205        241.954
        2.0389          3.73        237.596        235.160        242.024
        2.0404          4.27        237.484        235.197        241.962
        2.0419          4.81        237.565        235.173        242.022
        2.0434          5.34        237.642        235.127        242.107
        2.0449          5.88        237.700        234.988        242.113
        2.0464          6.42        237.786        234.991        241.963
        2.0479          6.96        237.980        234.969        241.971
        2.0494          7.50        238.086        234.792        242.050
        2.0509          8.04        238.036        234.686        242.063
        2.0523          8.57        237.901        234.690        242.092
        2.0538          9.11        238.014        234.878        242.130
        2.0553          9.65        238.153        235.058        242.089
        2.0568         10.19        238.112        235.162        242.138
        2.0583         10.73        237.967        235.172        242.160
        2.0598         11.27        238.027        235.170        242.183
        2.0613         11.80        238.169        235.237        242.167
        2.0628         12.34        238.314        235.260        242.202
        2.0643         12.88        238.394        235.146        242.140
        2.0658         13.42        238.451        234.963        242.011
        2.0673         13.96        238.619        234.797        242.000
        2.0688         14.50        238.709        234.714        241.891
        2.0703         15.04        238.616        234.842        241.691
        2.0718         15.57        238.576        234.963        241.583
        2.0733         16.11        238.534        235.024        241.488
        2.0748         16.65        238.505        235.154        241.517
        2.0763         17.19        238.419        235.137        241.600
        2.0778         17.73        238.320        235.097        241.713
        2.0793         18.27        238.341        235.208        241.800
        2.0808         18.80        238.391        235.201        241.879
        2.0823         19.34        238.476        235.215        241.949
        2.0838         19.88        238.542        235.213        241.842
        2.0853         20.42        238.683        235.263        241.804
        2.0867         20.96        238.657        235.327        241.826
        2.0882         21.50        238.420        235.389        241.758
        2.0897         22.04        238.194        235.463        241.640
        2.0912         22.57        238.140        235.511        241.479
        2.0927         23.11        238.164        235.582        241.344
        2.0942         23.65        238.129        235.639        241.287
        2.0957         24.19        238.157        235.634        241.283
        2.0972         24.73        238.237        235.678        241.318
        2.0987         25.27        238.401        235.725        241.359
        2.1002         25.80        238.527        235.566        241.312
        2.1017         26.34        238.589        235.319        241.299
        2.1032         26.88        238.651        235.100        241.348
        2.1047         27.42        238.650        234.924        241.425
        2.1062         27.96        238.572        234.846        241.411
        2.1077         28.50        238.534        234.781        241.412
        2.1092         29.03        238.552        234.799        241.505
        2.1107         29.57        238.446        234.899        241.512
        2.1122         30.11        238.427        235.084        241.527
        2.1137         30.65        238.419        235.293        241.423
        2.1152         31.19        238.516        235.466        241.239
        2.1167         31.73        238.744        235.531        241.125
        2.1182         32.27        238.856        235.460        241.052
        2.1197         32.80        238.802        235.427        240.960
        2.1211         33.34        238.637        235.566        240.893
        2.1226         33.88        238.521        235.514        240.822
        2.1241         34.42        238.480        235.289        240.885
        2.1256         34.96        238.558        235.190        240.849
        2.1271         35.50        238.536        235.152        240.868
        2.1286         36.03        238.618        235.107        240.902
        2.1301         36.57        238.568        235.118        240.880
        2.1316         37.11        238.468        235.246        240.890
        2.1331         37.65        238.268        235.298        240.897
        2.1346         38.19        238.177        235.231        240.866
        2.1361         38.73        238.214        235.129        240.733
        2.1376         39.27        238.492        234.991        240.534
        2.1391         39.80        238.673        234.938        240.488
        2.1406         40.34        238.704        235.061        240.447
        2.1421         40.88        238.661        235.105        240.418
        2.1436         41.42        238.696        235.057        240.269
        2.1451         41.96        238.607        235.073        240.264
        2.1466         42.50        238.494        235.039        240.359
        2.1481         43.03        238.475        235.013        240.386
        2.1496         43.57        238.443        235.046        240.320
        2.1511         44.11        238.403        235.115        240.291
        2.1526         44.65        238.325        235.268        240.216
        2.1541         45.19        238.246        235.305        240.226
        2.1555         45.73        238.194        235.228        240.258
        2.1570         46.27        238.263        235.131        240.186
        2.1585         46.80        238.401        234.952        239.977
        2.1600         47.34        238.400        234.763        239.784
        2.1615         47.88        238.425        234.675        239.778
        2.1630         48.42        238.436        234.703        239.778
        2.1645         48.96        238.339        234.717        239.740
        2.1660         49.50        238.187        234.762        239.685
        2.1675         50.03        238.133        234.710        239.613
        2.1690         50.57        238.063        234.490        239.608
        2.1705         51.11        238.063        234.463        239.480
        2.1720         51.65        238.026        234.607        239.335
        2.1735         52.19        237.988        234.693        239.290
        2.1750         52.73        238.072        234.732        239.261
        2.1765         53.26        238.088        234.714        239.203
        2.1780         53.80        238.074        234.654        239.138
        2.1795         54.34        238.050        234.641        239.095
        2.1810         54.88        237.883        234.549        239.035
        2.1825         55.42        237.730        234.449        238.867
        2.1840         55.96        237.767        234.286        238.652
        2.1855         56.50        237.816        234.188        238.544
        2.1870         57.03        237.751        234.046        238.558
        2.1885         57.57        237.604        233.943        238.626
        2.1899         58.11        237.646        233.882        238.657
        2.1914         58.65        237.658        233.864        238.689
        2.1929         59.19        237.611        233.791        238.735
        2.1944         59.73        237.604        233.810        238.578
